"Handle","Title","Body","Vendor","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Grams","Variant Inventory Tracker","Variant Inventory Quantity","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare at Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","Variant Image","Variant Weight Unit","Variant Tax Code","SEO Title ","SEO Description","Collection"
"WT-CL-PL-PR","White Tara, Mother of Compassion, Print","Goddess of Health, Long Life and Prosperity - Tara was born of a tear of Avalokiteshwar. She is the Mother of Compassion who answers all prayers. Tara appears in as many as 21 different forms and colors, of which White and Green are the oldest. Tara offers health, long life, growth, prosperity and protection to all who call on her.","WT-CL-PL-PR","
Custom 8 X 10 Art Print","White Tara, Goddess Tara, Buddhist Mother of Compassion, Goddess of Compassion, Tara","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","100","deny","manual","14","","1","1","","WT-CL898.jpg","","","","","lb","","","",""
"WT-CL-PL-PR","","","","
Custom 8 X 10 Art Print","","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","99","deny","manual","20","","1","1","","WT-CL898.jpg","","","","","lb","","","",""
"WT-CL-PL","White Tara, Mother of Compassion, Card","White Tara, Mother of Compassion, Card","WT-CL-PL","
Greeting Card With Matching Envelope","White Tara, Goddess Tara, Buddhist Mother of Compassion, Goddess of Compassion, Tara","","Category1","Plain Cards","Category2","Buddhist Cards","","","0.2","","1000","deny","manual","3.5","","1","1","","WT-CL8981.jpg","","","","WT-CLb899.jpg","lb","","","",""
"VISH-2-PL","Lord Vishnu Card","Lord Vishnu, The Preserver, Lord of The Heart, Card","VISH-2-PL","
Greeting Card With Matching Envelope","Lord Vishnu, Vishnu Hindu Gods, preserver, Lord, Heart, Hindu God Vishnu","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","99","deny","manual","3.5","","1","1","","VISH-2006.jpg","","","","VISH-2b007.jpg","lb","","","",""
"CAN-PEACE","Peace Candle","White Dove Peace Candle","CAN-PEACE","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours.","candles, white candle, white wax, wax candle, wick, lead-free wick, lead free, 3 X 6 candle, white wax pillar candle, pillar candles, natural wax candle, vegetable wax candle, 60 hour candle, sacred image candle, peace, peace candle, white dove, doves, white, peace dove","","Category1","Featured Item 1","Category2","","","","1.06","","100","deny","manual","15","","1","1","","IMG2732.JPG","","","","","lb","","","",""
"VISH-EMB-PR","Lord Vishnu Embellished Print","The Preserver, Lord of the Heart - ""I bow to Vishnu, with the benign form, reclining on the serpent. The lotus issues forth from the navel and He is the very universe. He is the supreme among the Gods, the consort of Lakshmi, and He resplendent like the sky, and the color of the clouds and with auspicious limbs. His eyes are beautiful like the lotus and He is ever in the hearts of His bevolved devotees. He is the one and only Lord of all this universe and can save us from the cycle of repeated births and deaths.
Hand-Embellished Print with Glitter and Crystals","VISH-EMB-PR","
 ","Lord Vishnu, Vishnu God of Hindu Trinity, Vishnu the Preserver","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","99","deny","manual","24","","1","1","","VISH-EMB5231.jpg","","","","","lb","","","",""
"VISH-EMB-PR","","","","
 ","","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","30","","1","1","","VISH-EMB5231.jpg","","","","","lb","","","",""
"DUR-3-EMB-PR","Maa Durga Embellished Print","Hindu Goddess Maa Durga, Banisher of Darkness Embellished Print
 ","DUR-3-EMB-PR","
Custom Print, Hand-Embellished With Glitter and Crystals","Goddess Durga, Banisher of Darkness, Mother of the Universe, Durga, Dura Ma, Mother Durga","","Category1","Embellished Prints","Category2","Hindu Prints","","","","","998","deny","manual","24","","1","1","","DUR-3-EMB5021.jpg","","","","","lb","","","",""
"VISH-PL-PR","Lord Vishnu Print","The Preserver, Lord of the Heart - ""I bow to Vishnu, with the benign form, reclining on the serpent. The lotus issues forth from the navel and He is the very universe. He is the supreme among the Gods, the consort of Lakshmi, and He resplendent like the sky, and the color of the clouds and with auspicious limbs. His eyes are beautiful like the lotus and He is ever in the hearts of His bevolved devotees. He is the one and only Lord of all this universe and can save us from the cycle of repeated births and deaths.""","VISH-PL-PR","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","14","","1","1","","VISH19722.jpg","","","","","lb","","","",""
"VISH-PL-PR","","","","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","20","","1","1","","VISH19722.jpg","","","","","lb","","","",""
"VISH-PL","Lord Vishnu Card","Hindu God Vishnu, The Preserver, Card","VISH-PL","
Greeting Card With Matching Envelope","Lord Vishnu, Hindu Male Gods, Hindu God Vishnu, Vishnu, The Preserver, Hindu Triad, Hindu Trinity","","Category1","Plain Cards","Category2","Hindu Cards","","","0.2","","1000","deny","manual","3.5","","1","1","","VISH005.jpg","","","","VISH-B198.jpg","lb","","","",""
"CAN-BUD-AK","Buddha Graffiti Candle","Buddha Graffiti by Ann Kay, Candle","CAN-BUD-AK","
3 X 6 White, unscented, wax pillar candle with a lead-free wick. Burn time 50-60 hours.","Buddha candle, Ann Kaye, graffiti, candles, white candle, white wax, wax candle, wick, lead-free wick, lead free, 3 X 6 candle, white wax pillar candle, pillar candles, natural wax candle, vegetable wax candle, 60 hour candle, sacred image candle","","Category1","Candles","Category2","","","","1.06","","100","deny","manual","15","","1","1","","IMG2799.JPG","","","","","lb","","","",""
"VIR-JS-PL","Virgin Card","Greeting Card With White Envelope","VIR-JS-PL","","","","Category1","Plain Cards","Category2","Christian Cards","","","0.1","","100","deny","manual","3","","1","1","","VIR-JS-A.jpg","","","","VIR-JS-B.jpg","lb","","","",""
"URI-MOS-EMB","Archangel Uriel Embellished Card","Archangel Uriel Master of Divine Order, Natural Harmony and Balance Embellished Card","URI-MOS-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Archangel Uriel, Uriel, angels, Divine Order, balance, nature, harmony, master","","Category1","Embellished Cards","Category2","Angel Cards","","","0.1","","92","deny","manual","8","","1","1","","URI-MOS413.jpg","","","","URI-MO-B.jpg","lb","","","",""
"GT-1-PL-PR","Green Tara Print","Green Tara... Goddes of Health, Long Life, and Prosperity Print
Custom 8 X 10 Art Print","GT-1-PL-PR","
Tara was born of a tear of Avalokiteshwara -- she is the Mother of Compassion who answers all prayers. Tara appears in as many as 21 different forms and colors, of which White and Green are the oldest. Tara offers health, long life, growth, prosperity and protection to all who call on her.","Green Tara, Goddess Tara, Buddhist Mother of Compassion, Goddess of Compassion, Tara, Art Print, long life, prosperity, wealth, abundance, health, wellbeing, vitality, life","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","100","deny","manual","14","","1","1","","TAR-GN9322.jpg","","","","","lb","","","",""
"GT-1-PL-PR","","","","
Tara was born of a tear of Avalokiteshwara -- she is the Mother of Compassion who answers all prayers. Tara appears in as many as 21 different forms and colors, of which White and Green are the oldest. Tara offers health, long life, growth, prosperity and protection to all who call on her.","","","Category1","Plain Prints","Category2","Buddhist Prints","","","0.5","","100","deny","manual","20","","1","1","","TAR-GN9322.jpg","","","","","lb","","","",""
"GT-1-PL","Green Tara Card","Green Tara, Goddess Of Health, Long Life, and Prosperity Card","GT-1-PL","
Greeting Card With Matching Envelope","Green Tara, Goddess Tara, Buddhist Mother of Compassion, Goddess of Compassion, Tara, Long Life, Prosperity, Health, Wellbeing, Viatlity","","Category1","Plain Cards","Category2","Buddhist Cards","","","0.1","","1000","deny","manual","3.5","","1","1","","TAR-GN9321.jpg","","","","GT-1b946.jpg","lb","","","",""
"SHI-N-EMB-PR","Lord Shiva Embellished Print","Lord Shiva is the third deity in the Hindu Triad. Shiva represents the aspect of the Supreme Reality that continuously dissolves and recreates the universe. He is the Lord of Mercy and Compassion since without the cyclic process of evolution souls could not evolve and attain liberation. Shiva protects his devotees from lust, greed, and anger. He is the most kind-hearted God who grants boons and bestows grace to his devotees.","SHI-N-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Shiva, Lord Shiva, Hindu Lord, Hindu Lord of Dissolution, Shiva the Destroyer, Lord of Mercy and Compassion, One God of the Hindu Trinity","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","24","","1","1","","SHI-N-EMB5341.jpg","","","","","lb","","","",""
"SHI-N-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","30","","1","1","","SHI-N-EMB5341.jpg","","","","","lb","","","",""
"SHAK-4-CL-EMB-PR","Goddess Shakti Embellished Print","Hindu Goddess Shakti, The Feminine Creatrix","SHAK-4-CL-EMB-PR","
Hand-Embellished Print With Glitter and Cyrstals","Goddess Shakti","","Category1","Embellished Prints","Category2","Art Prints","","","","","999","deny","manual","24","","1","1","","SHAK-4-CL3711.jpg","","","","","lb","","","",""
"SHI-N-PL","Lord Shiva Card","Lord Shiva, <span>Third Deity in The Hindu Triad,</span> Card","SHI-N-PL","
Greeting Card With Matching Envelope","Shiva, Lord Shiva, Hindu Lord, Hindu Lord of Dissolution, Shiva the Destroyer, Lord of Mercy and Compassion, Hindu Trinity, Hindu Triad","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","97","deny","manual","3.5","","1","1","","SHI-N020.jpg","","","","SHI-Nb021.jpg","lb","","","",""
"SHI-N-PL-PR","Lord Shiva Print","Lord Shiva is the third deity in the Hindu Triad. Shiva represents the aspect of the Supreme Reality that continuously dissolves and recreates the universe. He is the Lord of Mercy and Compassion since without the cyclic process of evolution souls could not evolve and attain liberation. Shiva protects his devotees from lust, greed, and anger. He is the most kind-hearted God who grants boons and bestows grace to his devotees.","SHI-N-PL-PR","
Custom Print","Shiva, Lord Shiva, Hindu Lord, Hindu Lord of Dissolution, Shiva the Destroyer, Lord of Mercy and Compassion, One God of the Hindu Trinity","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","14","","1","1","","SHI-N-A2.jpg","","","","","lb","","","",""
"SHI-N-PL-PR","","","","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","20","","1","1","","SHI-N-A2.jpg","","","","","lb","","","",""
"SHI-D-EMB-PR","Lord Shiva Embellished Print","Lord Shiva is the third deity in the Hindu Triad. Shiva represents the aspect of the Supreme Reality that continuously dissolves and recreates the universe.  He is the Lord of Mercy and Compassion since without the cyclic process of evolution, souls could not evolve and attain liberation.","SHI-D-EMB-PR","
Custom Print Hand-Embellished With Glitter and Crystals","Shiva, Lord Shiva, Hindu Lord, Hindu Lord of Dissolution, Shiva the Destroyer, Lord of Mercy and Compassion, One God of the Hindu Trinity","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","24","","1","1","","SHI-D-EMB5001.jpg","","","","","lb","","","",""
"SHI-D-EMB-PR","","","","
Custom Print Hand-Embellished With Glitter and Crystals","","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","30","","1","1","","SHI-D-EMB5001.jpg","","","","","lb","","","",""
"SHI-D-PL-PR","Lord Shiva Print","Lord Shiva is the third deity in the Hindu Triad. Shiva represents the aspect of the Supreme Reality that continuously dissolves and recreates the universe.  He is the Lord of Mercy and Compassion since without the cyclic process of evolution, souls could not evolve and attain liberation.","SHI-D-PL-PR","
Custom Print","Shiva, Lord Shiva, Hindu Lord, Hindu Lord of Dissolution, Shiva the Destroyer, Lord of Mercy and Compassion, One God of the Hindu Trinity","","Category1","Plain Prints","Category2","Hindu Prints","","","0.1","","1000","deny","manual","14","","1","1","","SHI-D1691.jpg","","","","","lb","","","",""
"SHI-D-PL-PR","","","","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","1000","deny","manual","20","","1","1","","SHI-D1691.jpg","","","","","lb","","","",""
"SHI-D-PL","Lord Shiva Card","Lord Shiva, <span>Lord of Mercy and Compassion</span>, Card","SHI-D-PL","
Greeting Card With Matching Envelope","Shiva, Lord Shiva, Hindu Lord, Hindu Lord of Dissolution, Shiva the Destroyer, Lord of Mercy, Compassion, Hindu Trinity, Hindu Triad","","Category1","Plain Cards","Category2","Hindu Cards","","","0.1","","999","deny","manual","3.5","","1","1","","SHI-D019.jpg","","","","SHI-Db018.jpg","lb","","","",""
"SHI-3-EMB","Shiva Embellished Card","Lord Shiva, Hindu Supreme God","SHI-3-EMB","
Greeting Card Hand-Embellished With Glitter and Crystals, With Matching Envelope","Shiva, Lord Shiva, Hindu Lord, Hindu Lord of Dissolution, Shiva the Destroyer, Lord of Mercy and Compassion, One God of the Hindu Trinity","","Category1","Embellished Cards","Category2","Hindu Cards","","","0.1","","999","deny","manual","8","","1","1","","SHI-3emb8791.jpg","","","","SHI-3-EMBb528.jpg","lb","","","",""
"SHAK-EMB-PR","Goddess Shakti Embellished Print","Divine Feminine Creative Force: The word Shakti is from Sanskrit ""shak"" or ""to be able."" She is the sacred force or empowerment which is the primordial cosmic energy representing the dynamic forces that move through the entire universe. Shakti is the concept, or personification, of divine feminine creative power, sometimes referred to as ""The Great Divine Mother.""","SHAK-EMB-PR","
Custom Print Hand-embellished with Glitter and Crystals","","","Category1","Embellished Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","24","","1","1","","SHAK-EMB.jpg","","","","","lb","","","",""
"SHAK-PL-PR","Goddess Shakti Print","Divine Feminine Creative Force: The word Shakti is from Sanskrit ""shak"" or ""to be able."" She is the sacred force or empowerment which is the primordial cosmic energy representing the dynamic forces that move through the entire universe. Shakti is the concept, or personification, of divine feminine creative power, sometimes referred to as ""The Great Divine Mother.""","SHAK-PL-PR","
Custom Print","","","Category1","Plain Prints","Category2","Hindu Prints","","","0.5","","100","deny","manual","14","","1","1","","SHAK-A.jpg","","","","","lb","","","",""
"SHAK-4-PL-PR","Goddess Shakti Print","Divine Feminine Creative Force: The word Shakti is from Sanskrit ""shak"" or ""to be able."" She is the sacred force or empowerment which is the primordial cosmic energy representing the dynamic forces that move through the entire universe. Shakti is the concept, or personification, of divine feminine creative power, sometimes referred to as ""The Great Divine Mother.""","SHAK-4-PL-PR","
Shakti 8 X 10 Custom Art Print","Dancing Shakti, Divine Creator, Shakti, Feminine Power, Feminine Force, Divine Feminine Force, Female Creator, dance","","Category1","Plain Prints","Category2","Art Prints","","","0.5","","997","deny","manual","14","","1","1","","SHAK-4857.jpg","","","","","lb","","","",""
